RepRapFirmware height map file v2 generated at 2020-07-20 17:40
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
5.00,290.00,30.00,300.00,-1.00,40.71,38.57,8,7
 -0.004,  0.009,  0.015,  0.002, -0.004, -0.013,  0.010,  0.001
  0.035, -0.002,  0.021, -0.004, -0.021, -0.009,  0.003, -0.021
  0.054,  0.012,  0.021,  0.011, -0.012, -0.032, -0.020, -0.048
  0.035,  0.045,  0.036,  0.017,  0.009, -0.007, -0.019, -0.035
  0.086,  0.106,  0.071,  0.053,  0.039,  0.005, -0.000, -0.036
  0.097,  0.124,  0.101,  0.061,  0.041,  0.013,  0.005, -0.033
  0.069,  0.084,  0.090,  0.080,  0.037,  0.012,  0.010, -0.008
